reviewId,userName,score,content,thumbsUpCount,at,replyContent,repliedAt
03ef377f-bf54-4eea-8faf-d2ea0c9ea5cd,Drew Lehman,5,solid app. no complaints,0,2025-12-01T21:09:30,,
163cadab-5e51-48b9-83f6-a261c4c9bede,Aleksei Luisovich,5,The best software for the information flow in the enterprise,0,2025-12-01T19:30:23,,
987deeaf-07b0-4b27-8591-dd0a61ad03e0,Blyth Middleton,1,"keeps logging me out, sometimes immediately after signing in",0,2025-12-01T19:14:21,,
240c88b2-8a6c-4465-8808-9d042063f839,Kim McDonough,3,"Great for keeping track of birthdays and organizing gatherings for friends and family. I'd give it five stars, except the full range of features are only available by paying a monthly fee for every user. Great if you're a for-profit company but less than ideal if you're not. I'd be happy to pay a small fee for the account managers but that's not an option.",0,2025-12-01T18:17:45,,
f859338e-9e05-4328-8c25-631e60626dd7,J Hyer,5,works well. my main source of comms. replaces email.,0,2025-12-01T15:06:24,,
bfb72378-216b-4da5-92fb-a6e72ed7e38e,Vinod Kumar,1,App not download in my mobile,0,2025-12-01T11:23:38,"Sorry for the troubles you're experiencing, that definitely sounds unusual. We'd love to dig deeper into this for you, we'll need some further details to better assist. Mind reaching out to us at feedback@slack.com so we can look into this?",2025-01-04T22:05:11
3c2a680d-9ddc-4cc6-a8c7-893dc226bb88,Ehtesham,5,best among most but can be improved as well,0,2025-12-01T09:01:33,,
7ed6e425-1edd-42d8-8987-4887006dfd33,Prakash Chavan,5,overall good,0,2025-12-01T07:55:33,,
e61a2edc-8de4-4157-a01f-1bf579064d61,Mike Geez,4,okay,0,2025-11-30T23:12:52,,
0661b641-b426-4a08-8497-757c6784cb1f,Sankalp Mukim,5,impressive functionality crammed in the interface,0,2025-11-29T19:01:14,,
4663c797-627b-4c9b-a927-668d83659f1b,trudy dawson,2,Notifications no longer work. Extremely frustrating!!!,0,2025-11-29T16:06:08,,
2b0c7cd8-ca43-494c-8d9f-239a6872ba2d,Amrit Vasyal,3,can't join multiple people on call and most of time the audio device doesn't work.,0,2025-11-29T07:54:20,,
4e3fc603-bed0-4d9e-b47a-c081b81b61a2,Bruce Michael,3,works when it works.,0,2025-11-29T05:19:23,,
b0e94510-bcc6-4ea9-b8ef-5044a60d22ff,mahesh patel,1,too rigid in certain departments,0,2025-11-28T18:18:37,,
c13951b4-ebc2-4fcf-8c2e-dd1e844b0fca,Sergey Dilong,5,Smooth app experience with nice UX,0,2025-11-28T16:03:12,,
7638f2fa-17ff-4cce-a98f-2abe44edfb62,Keenan Taylor,1,doesn't work on my MacBook and have DNS errors on web and never resolved,0,2025-11-28T14:27:01,,
58cd3f80-6c9d-48b5-9f40-66e0f23acff2,Nashir Muhammad,3,"opening threads takes forever, other apps work just fine, so it's not about my internet connection",0,2025-11-28T09:45:23,"Hi there, We recommend resetting the app's cache when you run into behavior like this. You can do so from the app's ""You"" tab > ""Preferences"". If you continue to run into trouble after this, please head to the ""You"" tab > ""Preferences"" > ""Send Feedback"" to flag this with our support team and provide some logs needed to investigate. We'll be happ...",2025-11-28T11:00:22
9fa55202-3549-4969-a510-a5bc1588ab12,Roman Kovalev,5,spotless,0,2025-11-28T06:56:53,,
d4433212-3bbd-4517-97a6-90c083d31468,Ravi Sankar. V,5,awesome,0,2025-11-28T06:32:40,,
95dc947f-0faa-4412-a715-3ea099fdd078,Omar Ismail,5,Excellent,0,2025-11-27T19:46:04,,
